sample	disposition	genbank_accession	biosample_acc
SRR8833622	Available	GCA_042129085.1	SAMN09294416
SRR8903154	Available	GCA_042128185.1	SAMN10354630
SRR8903164	Available	GCA_042127985.1	SAMN10354493
SRR8903265	Available	GCA_042127725.1	SAMN10354680
SRR9877723	Available	GCA_042117165.1	SAMN10621572
SRR9877755	Available	GCA_042116865.1	SAMN10863465
SRR9877773	Available	GCA_042116785.1	SAMN11554225
SRR9877778	Available	GCA_042116685.1	SAMN11554202
SRR9877813	Available	GCA_042116625.1	SAMN11492624
SRR9877905	Available	GCA_042116225.1	SAMN10953669
SRR9878204	Available	GCA_042114785.1	SAMN09862931
SRR9877821	Available	GCA_042116565.1	SAMN10793605
SRR9877856	Available	GCA_042116425.1	SAMN10517416
SRR9877894	Available	GCA_042116325.1	SAMN09537697
SRR9877951	Available	GCA_042115845.1	SAMN11492562
SRR9877956	Available	GCA_042115805.1	SAMN10379013
SRR9877991	Available	GCA_042115645.1	SAMN11492643
SRR9878172	Available	GCA_042114885.1	SAMN11492573
SRR9878212	Available	GCA_042114665.1	SAMN09916426
SRR8070994	Available	GCA_042127405.1	SAMN08472559
SRR8071003	Available	GCA_042127205.1	SAMN08472568
SRR8071026	Available	GCA_042126765.1	SAMN07342065
SRR8071031	Available	GCA_042126685.1	SAMN08331987
SRR8071059	Available	GCA_042126165.1	SAMN08472533
SRR8071085	Available	GCA_042125665.1	SAMN07427766
SRR8071092	Available	GCA_042125545.1	SAMN07665701
SRR8071149	Available	GCA_042124485.1	SAMN07503721
SRR8071154	Available	GCA_042124385.1	SAMN07503718
SRR8071167	Available	GCA_042124145.1	SAMN07682886
SRR8071183	Available	GCA_042123845.1	SAMN08331918
SRR8071206	Available	GCA_042123405.1	SAMN08522642
SRR8071219	Available	GCA_042123165.1	SAMN07665706
SRR8071237	Available	GCA_042122835.1	SAMN08007181
SRR8071244	Available	GCA_042122745.1	SAMN08331947
SRR8071271	Available	GCA_042122205.1	SAMN07456579
SRR8071279	Available	GCA_042122045.1	SAMN07428676
SRR8071281	Available	GCA_042122025.1	SAMN07503732
SRR8071286	Available	GCA_042121905.1	SAMN07503727
SRR8071291	Available	GCA_042121785.1	SAMN07503726
SRR8071307	Available	GCA_042121505.1	SAMN08331940
SRR8071404	Available	GCA_042119675.1	SAMN07342058
SRR8071414	Available	GCA_042119445.1	SAMN07428658
SRR8071419	Available	GCA_042119345.1	SAMN07428655
SRR8071425	Available	GCA_042119285.1	SAMN07665686
SRR8079711	Available	GCA_042118865.1	SAMN10253548
SRR8079752	Available	GCA_042118005.1	SAMN10253499
SRR8079765	Available	GCA_042117765.1	SAMN10253481
SRR9985590	Available	GCA_042114075.1	SAMN10354195
SRR9985614	Available	GCA_042113685.1	SAMN10167186
SRR9985627	Available	GCA_042113385.1	SAMN10425073
SRR9985650	Available	GCA_042112705.1	SAMN08370198
SRR9985659	Available	GCA_042112585.1	SAMN10354603
SRR9985668	Available	GCA_042112365.1	SAMN10354322
SRR9985682	Available	GCA_042112145.1	SAMN10354233
SRR9985695	Available	GCA_042111905.1	SAMN10425040
SRR9985697	Available	GCA_042111865.1	SAMN10425047
SRR9985740	Available	GCA_042110045.1	SAMN08518526
SRR9985752	Available	GCA_042109845.1	SAMN10354608
SRR9985759	Available	GCA_042109745.1	SAMN10620613
SRR9985783	Available	GCA_042108465.1	SAMN10167148
SRR9985837	Available	GCA_042107545.1	SAMN10354559
SRR9985847	Available	GCA_042107345.1	SAMN10354294
SRR9985868	Available	GCA_042078905.1	SAMN09081952
SRR9985878	Available	GCA_042078805.1	SAMN10354545
SRR9985890	Available	GCA_042078725.1	SAMN10968305
SRR9985899	Available	GCA_042078585.1	SAMN10620615
SRR9985922	Available	GCA_042078345.1	SAMN10354259
SRR9985926	Available	GCA_042106645.1	SAMN10425068
SRR9985933	Available	GCA_042078285.1	SAMN10620642
SRR9985948	Available	GCA_042106345.1	SAMN10354585
SRR9985965	Available	GCA_042078185.1	SAMN10354289
ERR2133906	Available	GCA_041944925.1	SAMEA104313211
ERR2133912	Available	GCA_041944785.1	SAMEA104313217
ERR2133947	Available	GCA_041944555.1	SAMEA104313252
ERR2133952	Available	GCA_041944445.1	SAMEA104313257
SRR11698956	Available	GCA_042104255.1	SAMN12497033
SRR11698495	Available	GCA_042105295.1	SAMN12602768
SRR11698660	Available	GCA_042104995.1	SAMN12860973
SRR11698699	Available	GCA_042109565.1	SAMN13446591
SRR11698758	Available	GCA_042104715.1	SAMN13323447
SRR11698832	Available	GCA_042104595.1	SAMN11131827
SRR11698880	Available	GCA_042104475.1	SAMN11357638
SRR11698907	Available	GCA_042104455.1	SAMN12546561
SRR11724499	Available	GCA_041943425.1	SAMN13840176
SRR11724702	Available	GCA_041943075.1	SAMN13495503
SRR11724730	Available	GCA_041942995.1	SAMN13495283
SRR11724809	Available	GCA_042109545.1	SAMN12913321
SRR11724815	Available	GCA_041942585.1	SAMN13495351
SRR11725028	Available	GCA_041942265.1	SAMN13928452
SRR11724658	Available	GCA_042102995.1	SAMN13495531
SRR11725000	Available	GCA_041942365.1	SAMN13495317
SRR11724921	Available	GCA_042102875.1	SAMN13495473
SRR11724972	Available	GCA_042102715.1	SAMN13495343
SRR11903879	Available	GCA_042101675.1	SAMN10354721
SRR11903911	Available	GCA_042101015.1	SAMN10354620
SRR11903920	Available	GCA_042100975.1	SAMN10354612
SRR11903927	Available	GCA_042100895.1	SAMN10077677
SRR11903966	Available	GCA_042100135.1	SAMN09862937
SRR11903970	Available	GCA_042100075.1	SAMN10354461
SRR11904040	Available	GCA_042099055.1	SAMN09666476
SRR11904047	Available	GCA_042098935.1	SAMN09666471
SRR11904067	Available	GCA_042098635.1	SAMN09724054
SRR11904072	Available	GCA_042109385.1	SAMN09724043
SRR11904079	Available	GCA_042098475.1	SAMN10354229
SRR11904120	Available	GCA_042097915.1	SAMN08662704
SRR11904126	Available	GCA_042097815.1	SAMN10354106
SRR11904131	Available	GCA_042097715.1	SAMN10354071
SRR11904149	Available	GCA_042097375.1	SAMN10834524
SRR11904555	Available	GCA_042084175.1	SAMN13323935
SRR11904754	Available	GCA_042080365.1	SAMN12737032
SRR11904189	Available	GCA_042093635.1	SAMN10718242
SRR11904193	Available	GCA_042093475.1	SAMN10718240
SRR11904203	Available	GCA_042093115.1	SAMN08956128
SRR11904208	Available	GCA_042092955.1	SAMN10793566
SRR11904255	Available	GCA_042090015.1	SAMN10714876
SRR11904386	Available	GCA_042086795.1	SAMN11405905
SRR11904580	Available	GCA_042083775.1	SAMN11492603
SRR11904671	Available	GCA_042081725.1	SAMN11160034
SRR11904672	Available	GCA_042081645.1	SAMN13181898
SRR11904712	Available	GCA_042081045.1	SAMN12737056
SRR11904743	Available	GCA_042080525.1	SAMN11179088
SRR11904825	Available	GCA_042079165.1	SAMN10965554
SRR11904870	Available	GCA_042075605.1	SAMN13323787
SRR11904896	Available	GCA_042075185.1	SAMN13323851
SRR11904020	Available	GCA_042097095.1	SAMN09828724
SRR11904218	Available	GCA_042092535.1	SAMN10793557
SRR11904247	Available	GCA_042090115.1	SAMN08956124
SRR11904257	Available	GCA_042089925.1	SAMN10714874
SRR11904312	Available	GCA_042088195.1	SAMN10612313
SRR11904358	Available	GCA_042087335.1	SAMN08865604
SRR11904409	Available	GCA_042086355.1	SAMN11405876
SRR11904521	Available	GCA_042084695.1	SAMN11554239
SRR11904551	Available	GCA_042084255.1	SAMN11405955
SRR11904603	Available	GCA_042083455.1	SAMN13181949
SRR11904678	Available	GCA_042081605.1	SAMN12883923
SRR11904802	Available	GCA_042079565.1	SAMN11179105
SRR11904899	Available	GCA_042075145.1	SAMN13323895
SRR11904902	Available	GCA_042075085.1	SAMN13323885
SRR11904944	Available	GCA_042074325.1	SAMN12883874
SRR11904430	Available	GCA_042085955.1	SAMN10414084
SRR11904704	Available	GCA_042081145.1	SAMN12883894
SRR11904838	Available	GCA_042076145.1	SAMN10953649
SRR11904913	Available	GCA_042074885.1	SAMN13323892
SRR12612740	Available	GCA_042072905.1	SAMN15970794
SRR12612354	Available	GCA_042073725.1	SAMN14544049
SRR12612836	Available	GCA_042072645.1	SAMN14640520
SRR12611631	Available	GCA_042073855.1	SAMN11288777
SRR12612688	Available	GCA_042072945.1	SAMN15970766
ERR1067777	Available	GCA_042042135.1	SAMEA3463069
ERR1082217	Available	GCA_042041075.1	SAMEA3463150
ERR855009	Available	GCA_042027825.1	SAMEA3165350
ERR855331	Available	GCA_042024555.1	SAMEA3165778
ERR855400	Available	GCA_042024355.1	SAMEA3165717
ERR1082197	Available	GCA_042041455.1	SAMEA3463130
ERR854872	Available	GCA_042038995.1	SAMEA3165414
ERR854890	Available	GCA_042038485.1	SAMEA3165229
ERR855072	Available	GCA_042034775.1	SAMEA3165409
ERR855202	Available	GCA_042033085.1	SAMEA3165554
ERR855209	Available	GCA_042032925.1	SAMEA3165561
ERR855102	Available	GCA_042032665.1	SAMEA3165451
ERR855147	Available	GCA_042031135.1	SAMEA3165499
ERR855346	Available	GCA_042026585.1	SAMEA3165641
ERR855366	Available	GCA_042026175.1	SAMEA3165669
ERR855424	Available	GCA_042023915.1	SAMEA3165752
ERR956684	Available	GCA_042023355.1	SAMEA3233707
ERR1067848	Available	GCA_042043095.1	SAMEA3462986
ERR1067738	Available	GCA_042042915.1	SAMEA3462999
ERR1082180	Available	GCA_042041815.1	SAMEA3463108
ERR1067871	Available	GCA_042040315.1	SAMEA3463034
ERR1082242	Available	GCA_042039435.1	SAMEA3463175
ERR854895	Available	GCA_042038375.1	SAMEA3165234
ERR854906	Available	GCA_042038075.1	SAMEA3165249
ERR854911	Available	GCA_042037525.1	SAMEA3165256
ERR855168	Available	GCA_042033695.1	SAMEA3165520
ERR855184	Available	GCA_042033355.1	SAMEA3165536
ERR855124	Available	GCA_042031875.1	SAMEA3165473
ERR855242	Available	GCA_042029885.1	SAMEA3165594
ERR855261	Available	GCA_042029345.1	SAMEA3165613
ERR854996	Available	GCA_042028205.1	SAMEA3165316
ERR855028	Available	GCA_042027005.1	SAMEA3165369
ERR855283	Available	GCA_042025475.1	SAMEA3165640
SRR5235210	Available	GCA_042134285.1	SAMN06141644
SRR5990438	Available	GCA_042132625.1	SAMN06847125
ERR855344	Available	GCA_042026625.1	SAMEA3165638
ERR855308	Available	GCA_042024995.1	SAMEA3165725
ERR855434	Available	GCA_042023695.1	SAMEA3165766
SRR5198493	Available	GCA_042134405.1	SAMN06043873
ERR1067764	Available	GCA_042042395.1	SAMEA3463049
ERR1067775	Available	GCA_042042175.1	SAMEA3463065
ERR1082221	Available	GCA_042041035.1	SAMEA3463154
ERR1067881	Available	GCA_042040115.1	SAMEA3463058
ERR1082170	Available	GCA_042039635.1	SAMEA3463118
ERR854927	Available	GCA_042037085.1	SAMEA3165279
ERR855203	Available	GCA_042033065.1	SAMEA3165555
ERR855204	Available	GCA_042033025.1	SAMEA3165556
ERR855116	Available	GCA_042032135.1	SAMEA3165465
ERR855135	Available	GCA_042031615.1	SAMEA3165487
ERR855272	Available	GCA_042029045.1	SAMEA3165624
ERR855362	Available	GCA_042026255.1	SAMEA3165663
ERR855318	Available	GCA_042024775.1	SAMEA3165759
ERR855428	Available	GCA_042023835.1	SAMEA3165757
ERR956670	Available	GCA_042023615.1	SAMEA3233692
SRR5990381	Available	GCA_042132845.1	SAMN07271510
SRR5990473	Available	GCA_042132565.1	SAMN06847120
ERR1067885	Available	GCA_042040055.1	SAMEA3463068
ERR1067887	Available	GCA_042039995.1	SAMEA3463072
ERR855038	Available	GCA_042035575.1	SAMEA3165379
ERR855163	Available	GCA_042033795.1	SAMEA3165515
ERR855225	Available	GCA_042030645.1	SAMEA3165577
ERR854977	Available	GCA_042028655.1	SAMEA3165244
ERR855342	Available	GCA_042026685.1	SAMEA3165636
ERR855377	Available	GCA_042026015.1	SAMEA3165685
ERR855279	Available	GCA_042025535.1	SAMEA3165631
ERR956675	Available	GCA_042023535.1	SAMEA3233698
ERR1067724	Available	GCA_042044235.1	SAMEA3462923
ERR1067814	Available	GCA_042043675.1	SAMEA3462870
ERR1067816	Available	GCA_042043595.1	SAMEA3462872
ERR1067786	Available	GCA_042041975.1	SAMEA3463086
ERR1082191	Available	GCA_042041595.1	SAMEA3463124
ERR1082220	Available	GCA_042041055.1	SAMEA3463153
ERR854949	Available	GCA_042036565.1	SAMEA3165313
ERR855327	Available	GCA_042024695.1	SAMEA3165774
ERR1067811	Available	GCA_042043735.1	SAMEA3462867
ERR854914	Available	GCA_042037455.1	SAMEA3165260
SRR2736093	Available	GCA_037846365.1	SAMN04191700
SRR2736111	Available	GCA_037846015.1	SAMN04191719
SRR2736113	Available	GCA_037845975.1	SAMN04191721
SRR2736124	Available	GCA_037845775.1	SAMN04191732
SRR2736172	Available	GCA_037844885.1	SAMN04191789
SRR2736243	Available	GCA_037843635.1	SAMN04191871
SRR2736253	Available	GCA_037843435.1	SAMN04191881
SRR2736277	Available	GCA_037842945.1	SAMN04191905
SRR2736280	Available	GCA_037842885.1	SAMN04191908
SRR2736282	Available	GCA_037842845.1	SAMN04191910
SRR2736287	Available	GCA_037842725.1	SAMN04191915
SRR2736100	Available	GCA_037846245.1	SAMN04191708
SRR2736105	Available	GCA_037846145.1	SAMN04191713
SRR2736140	Available	GCA_037845495.1	SAMN04191751
SRR2736157	Available	GCA_037845195.1	SAMN04191769
SRR2736191	Available	GCA_037844605.1	SAMN04191813
SRR2736204	Available	GCA_037875405.1	SAMN04191829
SRR2736256	Available	GCA_037843395.1	SAMN04191884
SRR2736264	Available	GCA_037843235.1	SAMN04191892
SRR5827029	Available	GCA_042022855.1	SAMN07351179
SRR5827143	Available	GCA_042020725.1	SAMN07351265
SRR5827198	Available	GCA_042019585.1	SAMN07351213
SRR5827362	Available	GCA_041997085.1	SAMN07351081
SRR5827057	Available	GCA_042022115.1	SAMN07351063
SRR5827058	Available	GCA_042022155.1	SAMN07351062
SRR5827072	Available	GCA_042022035.1	SAMN07351195
SRR5827144	Available	GCA_042020635.1	SAMN07351264
SRR8171843	Available	GCA_042131985.1	SAMN08995973
SRR8171878	Available	GCA_042131885.1	SAMN10354392
SRR8171984	Available	GCA_042131785.1	SAMN08995989
SRR8172312	Available	GCA_042130925.1	SAMN08688092
SRR8172315	Available	GCA_042130845.1	SAMN08688091
SRR8172346	Available	GCA_042130805.1	SAMN08971082
SRR8172358	Available	GCA_042130785.1	SAMN10354388
SRR8833294	Available	GCA_042130645.1	SAMN11309796
SRR8833371	Available	GCA_042130525.1	SAMN09241968
SRR8833398	Available	GCA_042130325.1	SAMN10354399
SRR8833601	Available	GCA_042129225.1	SAMN10354379
SRR8833678	Available	GCA_042128685.1	SAMN08627338
SRR8903100	Available	GCA_042128455.1	SAMN09081959
SRR8903322	Available	GCA_042127665.1	SAMN11405847
SRR9877764	Available	GCA_042116925.1	SAMN10581073
SRR9877774	Available	GCA_042116825.1	SAMN11554234
SRR9877866	Available	GCA_042116365.1	SAMN10291538
SRR9878083	Available	GCA_042115265.1	SAMN10718250
SRR9878095	Available	GCA_042115065.1	SAMN10108022
SRR9878206	Available	GCA_042114765.1	SAMN09862933
SRR8071044	Available	GCA_042126385.1	SAMN07503598
SRR8071148	Available	GCA_042124525.1	SAMN08331970
SRR8071185	Available	GCA_042123805.1	SAMN08331924
SRR8071211	Available	GCA_042123285.1	SAMN07427741
SRR8071216	Available	GCA_042123205.1	SAMN07357590
SRR8071230	Available	GCA_042123005.1	SAMN08331954
SRR8071234	Available	GCA_042122885.1	SAMN08331950
SRR8071239	Available	GCA_042122805.1	SAMN08331957
SRR8071248	Available	GCA_042122685.1	SAMN08472548
SRR8071252	Available	GCA_042122565.1	SAMN08472540
SRR8071254	Available	GCA_042122545.1	SAMN08472546
SRR8071268	Available	GCA_042122245.1	SAMN07428669
SRR8071293	Available	GCA_042121725.1	SAMN08472513
SRR9985798	Available	GCA_042108045.1	SAMN10354249
SRR9985806	Available	GCA_042107985.1	SAMN10425053
SRR9985846	Available	GCA_042107365.1	SAMN10354306
SRR9985849	Available	GCA_042107305.1	SAMN10354296
SRR9985879	Available	GCA_042107065.1	SAMN10354546
SRR9985897	Available	GCA_042078645.1	SAMN10968257
SRR9985928	Available	GCA_042106665.1	SAMN10425062
SRR9985940	Available	GCA_042078225.1	SAMN10425019
SRR9985947	Available	GCA_042106365.1	SAMN10354570
ERR2133949	Available	GCA_041944465.1	SAMEA104313254
ERR2133959	Available	GCA_041944245.1	SAMEA104313264
ERR2133964	Available	GCA_041944155.1	SAMEA104313269
SRR11698257	Available	GCA_042105855.1	SAMN11885318
SRR11698634	Available	GCA_042105055.1	SAMN12913278
SRR11698782	Available	GCA_042104675.1	SAMN13160398
SRR11698332	Available	GCA_042105805.1	SAMN11463681
SRR11698860	Available	GCA_042104535.1	SAMN12657865
SRR11699086	Available	GCA_042104135.1	SAMN12601256
SRR11699179	Available	GCA_042103795.1	SAMN12002548
SRR11724758	Available	GCA_041942955.1	SAMN13191800
SRR11724367	Available	GCA_042109525.1	SAMN13975370
SRR11724497	Available	GCA_041943415.1	SAMN13840123
SRR11724655	Available	GCA_041943215.1	SAMN13495488
SRR11724769	Available	GCA_041942845.1	SAMN13928402
SRR11724398	Available	GCA_041943725.1	SAMN13918365
SRR11903833	Available	GCA_042102475.1	SAMN10392673
SRR11903846	Available	GCA_042102315.1	SAMN10392661
SRR11903849	Available	GCA_042102255.1	SAMN10291552
SRR11903871	Available	GCA_042101855.1	SAMN10354728
SRR11903874	Available	GCA_042101775.1	SAMN08723571
SRR11903884	Available	GCA_042101615.1	SAMN10354716
SRR11903888	Available	GCA_042101535.1	SAMN10354703
SRR11903896	Available	GCA_042101375.1	SAMN10148381
SRR11903914	Available	GCA_042100955.1	SAMN10354617
SRR11903953	Available	GCA_042100375.1	SAMN10086628
SRR11903956	Available	GCA_042100315.1	SAMN10086625
SRR11903974	Available	GCA_042100025.1	SAMN08723552
SRR11903989	Available	GCA_042099695.1	SAMN10167228
SRR11904006	Available	GCA_042099455.1	SAMN09828743
SRR11904014	Available	GCA_042099275.1	SAMN09828737
SRR11904049	Available	GCA_042098875.1	SAMN09666469
SRR11904130	Available	GCA_042097735.1	SAMN10354102
SRR11903865	Available	GCA_042101995.1	SAMN10354751
SRR11903902	Available	GCA_042101255.1	SAMN10148361
SRR11904008	Available	GCA_042099395.1	SAMN08723549
SRR11904500	Available	GCA_042085015.1	SAMN10925277
SRR11904523	Available	GCA_042084635.1	SAMN11554206
SRR11904814	Available	GCA_042079385.1	SAMN11179082
SRR11904427	Available	GCA_042086075.1	SAMN10414087
SRR11904576	Available	GCA_042083835.1	SAMN11335923
SRR11904591	Available	GCA_042083555.1	SAMN11492558
SRR11904626	Available	GCA_042082765.1	SAMN13181985
SRR11904666	Available	GCA_042081805.1	SAMN13181909
SRR11904885	Available	GCA_042075365.1	SAMN13323773
SRR11904930	Available	GCA_042074625.1	SAMN13323976
SRR11904035	Available	GCA_042096935.1	SAMN09665244
SRR11904109	Available	GCA_042096735.1	SAMN10354063
SRR11904175	Available	GCA_042095955.1	SAMN11405930
SRR11904263	Available	GCA_042089615.1	SAMN10714866
SRR11904282	Available	GCA_042089065.1	SAMN10714860
SRR11904307	Available	GCA_042088255.1	SAMN10714834
SRR11904338	Available	GCA_042087675.1	SAMN10596672
SRR11904411	Available	GCA_042109185.1	SAMN11405874
SRR11904496	Available	GCA_042109105.1	SAMN12636496
SRR11904587	Available	GCA_042083635.1	SAMN11335922
SRR11904664	Available	GCA_042081905.1	SAMN13181927
SRR11904862	Available	GCA_042075765.1	SAMN13323802
SRR11904873	Available	GCA_042075545.1	SAMN13323785
SRR11904904	Available	GCA_042075005.1	SAMN11179046
SRR11904960	Available	GCA_042074045.1	SAMN10925280
SRR11904171	Available	GCA_042096175.1	SAMN11405944
SRR11904328	Available	GCA_042087815.1	SAMN10596685
SRR11904495	Available	GCA_042085135.1	SAMN12636497
SRR11904599	Available	GCA_042083415.1	SAMN11492550
SRR11904679	Available	GCA_042081565.1	SAMN12883922
SRR11904963	Available	GCA_042074025.1	SAMN12636543
SRR11904965	Available	GCA_042073965.1	SAMN12636539
SRR12611833	Available	GCA_042073805.1	SAMN12830897
SRR12612868	Available	GCA_042072545.1	SAMN14640473
ERR1082227	Available	GCA_042040915.1	SAMEA3463160
ERR1067872	Available	GCA_042040335.1	SAMEA3463036
ERR855306	Available	GCA_042025015.1	SAMEA3165718
ERR956689	Available	GCA_042023295.1	SAMEA3233712
ERR1067727	Available	GCA_042044195.1	SAMEA3462927
ERR1067845	Available	GCA_042043175.1	SAMEA3462926
ERR1067737	Available	GCA_042042935.1	SAMEA3462997
ERR1067767	Available	GCA_042042335.1	SAMEA3463053
ERR1082161	Available	GCA_042039855.1	SAMEA3463201
ERR854967	Available	GCA_042035845.1	SAMEA3165338
ERR855239	Available	GCA_042030195.1	SAMEA3165591
ERR854994	Available	GCA_042028255.1	SAMEA3165310
ERR855291	Available	GCA_042025335.1	SAMEA3165667
ERR956676	Available	GCA_042023495.1	SAMEA3233699
SRR5235282	Available	GCA_042134125.1	SAMN06101577
SRR5990354	Available	GCA_042133385.1	SAMN07299100
SRR5990366	Available	GCA_042133165.1	SAMN07299111
ERR1067712	Available	GCA_042076365.1	SAMEA3462886
ERR1067818	Available	GCA_042043635.1	SAMEA3462874
ERR1067849	Available	GCA_042043075.1	SAMEA3462988
ERR1082251	Available	GCA_042039275.1	SAMEA3463184
SRR8071380	Available	GCA_042120125.1	SAMN08472528
SRR8071385	Available	GCA_042120005.1	SAMN08472519
SRR8071396	Available	GCA_042119785.1	SAMN08472551
SRR8071406	Available	GCA_042119605.1	SAMN07342056
SRR8071422	Available	GCA_042119305.1	SAMN07665695
SRR8071427	Available	GCA_042119205.1	SAMN07665688
SRR8079698	Available	GCA_042119125.1	SAMN10253532
SRR8079708	Available	GCA_042118905.1	SAMN10253543
SRR8079715	Available	GCA_042118745.1	SAMN10253510
SRR8079732	Available	GCA_042118385.1	SAMN10253534
SRR8079739	Available	GCA_042118285.1	SAMN10253541
SRR8079773	Available	GCA_042117605.1	SAMN10253475
SRR9985613	Available	GCA_042113665.1	SAMN08627310
SRR9985620	Available	GCA_042113565.1	SAMN10167179
